,Departamento,Municipio,Fuente,Victima,Agente,Año,Tipo_agresion
12811,Boyaca,Labranzagrande,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Guerrilla  ,2004,
12812,Magdalena,Santa Marta,Noche Y Niebla # 30 Pp. 227,1,Guerrilla  ,2004,
12813,Putumayo,Puerto Caicedo,Noche Y Niebla # 30 Pp. 229,2,Grupo Armado No Identificado,2004,
12814,Cordoba,Tierralta,Noche Y Niebla # 30 Pp. 229 Y 230,1,Grupo Armado No Identificado,2004,
12815,Cauca,Corinto,Noche Y Niebla # 30 Pp. 231,1,Guerrilla  ,2004,
12816,Norte De Santander,Tibú,Noche Y Niebla # 30 Pp. 231,3,Grupo Armado No Identificado,2004,
12817,Bolivar,Cartagena,Noche Y Niebla # 30 Pp. 231,1,Grupos Paramilitares,2004,
12818,Caldas,Supía,Noche Y Niebla # 30 Pp. 232,1,Grupo Armado No Identificado,2004,
12819,Norte De Santander,El Tarra,Noche Y Niebla # 30 Pp. 231 Y 232,2,Grupo Armado No Identificado,2004,
12820,Norte De Santander,Tibú,Noche Y Niebla # 30 Pp. 232,1,Grupo Armado No Identificado,2004,
12821,Cesar,Valledupar,Noche Y Niebla # 30 Pp. 232,1,Fuerza Pública,2004,
12822,Caldas,Riosucio,Noche Y Niebla # 30 Pp. 233,2,Grupo Armado No Identificado,2004,
12823,Tolima,Alvarado,Noche Y Niebla # 30 Pp. 232,1,Guerrilla  ,2004,
12824,Huila,Neiva,Noche Y Niebla # 30 Pp. 233,1,Fuerza Pública,2004,
12825,Caldas,Aguadas,Noche Y Niebla # 30 Pp. 235,1,Grupo Armado No Identificado,2004,
12826,Cesar,Valledupar,Noche Y Niebla # 30 Pp. 234,1,Grupo Armado No Identificado,2004,
12827,Magdalena,Cienaga,Noche Y Niebla # 30 Pp. 234,2,Grupo Armado No Identificado,2004,
12828,Cordoba,Cereté,Noche Y Niebla # 30 Pp. 234,2,Grupos Paramilitares,2004,
12829,Putumayo,Puerto Guzmán,Noche Y Niebla # 30 Pp. 236,1,Guerrilla  ,2004,
12830,Meta,Uribe,Noche Y Niebla # 30 Pp. 236,2,Grupo Armado No Identificado,2004,
12831,La Guajira,,Noche Y Niebla # 30 Pp. 236,1,Grupos Paramilitares,2004,
12832,Antioquia,Argelia,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Fuerza Pública,2004,
12833,Cauca,Balboa,Noche Y Niebla # 30 Pp. 237,1,Grupo Armado No Identificado,2004,
12834,Risaralda,Dosquebradas,Noche Y Niebla # 30 Pp. 237,1,Grupo Armado No Identificado,2004,
12835,Cordoba,Montería,Noche Y Niebla # 30 Pp. 237,1,Grupos Paramilitares,2004,
12836,Caqueta,San Vicente Del Caguán,Noche Y Niebla # 30 Pp. 238,1,Fuerza Pública,2004,
12837,Cordoba,Puerto Libertador,Noche Y Niebla # 30 Pp. 238,3,Fuerza Pública,2004,
12838,Cesar,Curumaní,Noche Y Niebla # 30 Pp. 237,1,Grupo Armado No Identificado,2004,
12839,Cordoba,Montelíbano,Noche Y Niebla # 30 Pp. 238,1,Grupos Paramilitares,2004,
12840,Cesar,El Copey,Noche Y Niebla # 30 Pp. 238,1,Grupo Armado No Identificado,2004,
12841,Cesar,El Copey,Noche Y Niebla # 30 Pp. 238,1,Grupo Armado No Identificado,2004,
12842,Huila,Pitalito,Noche Y Niebla # 30 Pp. 238,1,Grupo Armado No Identificado,2004,
12843,Valle Del Cauca,Cali,Noche Y Niebla # 30 Pp. 239,1,Grupo Armado No Identificado,2004,
12844,Cordoba,Montelíbano,Noche Y Niebla # 30 Pp. 238,1,Grupos Paramilitares,2004,
12845,Risaralda,Belén De Umbría,Noche Y Niebla # 30 Pp. 239,1,Guerrilla  ,2004,
12846,Cordoba,Puerto Libertador,Noche Y Niebla # 30 Pp. 240 Y 241,3,Fuerza Pública,2004,
12847,Cauca,Patia (El Bordo),Noche Y Niebla # 30 Pp. 241,3,Grupo Armado No Identificado,2004,
12848,Huila,Pitalito,Noche Y Niebla # 30 Pp. 240,1,Grupo Armado No Identificado,2004,
12849,Tolima,Planadas,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Fuerza Pública,2004,
12850,Caldas,Pacora,Noche Y Niebla # 30 Pp. 241,1,Grupos Paramilitares,2004,
12851,Arauca,Tame,Noche Y Niebla # 30 Pp. 244,1,Fuerza Pública,2004,
12852,Sucre,Ovejas,Noche Y Niebla # 30 Pp. 245 Y 246,1,Fuerza Pública,2004,
12853,Cordoba,Planeta Rica,Noche Y Niebla # 30 Pp. 245,2,Desconocidos,2004,
12854,Choco,Quibdó,Noche Y Niebla # 30 Pp. 244 Y 245,3,Grupo Armado No Identificado,2004,
12855,Caqueta,San Vicente Del Caguán,Noche Y Niebla # 30 Pp. 246,1,Grupo Armado No Identificado,2004,
12856,Valle Del Cauca,Buenaventura,Noche Y Niebla # 30 Pp. 255,3,Grupo Armado No Identificado,2004,
12857,Bolivar,San Pablo,Noche Y Niebla # 30 Pp. 256,1,Grupos Paramilitares,2004,
12858,Cordoba,Ciénaga De Oro,Noche Y Niebla # 30 Pp. 256,2,Grupo Armado No Identificado,2004,
12859,Guaviare,San José Del Guaviare,Noche Y Niebla # 30 Pp. 257,2,Grupos Paramilitares,2004,
12860,Guaviare,San José Del Guaviare,Noche Y Niebla # 30 Pp. 257,1,Grupos Paramilitares,2004,
12861,Antioquia,Antioquia,Noche Y Niebla # 30 Pp. 257,1,Guerrilla  ,2004,
12862,Boyaca,Gameza,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Fuerza Pública,2004,
12863,Antioquia,Apartadó,Noche Y Niebla # 30 Pp. 258,3,Guerrilla  ,2004,
12864,Atlantico,Sabanalarga,Noche Y Niebla # 30 Pp. 260,2,Desconocidos,2004,
12865,Choco,Novita,Noche Y Niebla # 30 Pp. 259,1,Guerrilla  ,2004,
12866,Antioquia,Nariño,Noche Y Niebla # 30 Pp. 261,1,Desconocidos,2004,
12867,Bolivar,San Pablo,Noche Y Niebla # 30 Pp. 261,1,Grupos Paramilitares,2004,
12868,Bolivar,San Pablo,Noche Y Niebla # 30 Pp. 261 Y 262,2,Grupos Paramilitares,2004,
12869,Caldas,Pensilvania,Noche Y Niebla # 30 Pp. 262,1,Grupo Armado No Identificado,2004,
12870,Caldas,Samaná,Noche Y Niebla # 30 Pp. 263,2,Desconocidos,2004,
12871,Meta,El Castillo,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Grupos Paramilitares,2004,
12872,Santander,Rionegro,Noche Y Niebla # 30 Pp. 263,1,Grupos Paramilitares,2004,
12873,Caldas,Samaná,Noche Y Niebla # 30 Pp. 263,1,Guerrilla  ,2004,
12874,Tolima,Fresno,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Grupos Paramilitares,2004,
12875,Choco,Medio Atrato,Noche Y Niebla # 30 Pp. 265,1,Guerrilla  ,2004,
12876,Valle Del Cauca,Palmira,Noche Y Niebla # 30 Pp. 265,3,Grupos Paramilitares,2004,
12877,Sucre,Galeras,Noche Y Niebla # 30 Pp. 266,2,Desconocidos,2004,
12878,Sucre,El Roble,Noche Y Niebla # 30 Pp. 266,1,Desconocidos,2004,
12879,Santander,Landázuri,Noche Y Niebla # 30 Pp. 266,2,Grupo Armado No Identificado,2004,
12880,Tolima,Icononzo,Noche Y Niebla # 30 Pp. 266,1,Grupos Paramilitares,2004,
12881,Norte De Santander,Cúcuta,Noche Y Niebla # 30 Pp. 268 ,1,Desconocidos,2004,
12882,Magdalena,Aracataca,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,3,Guerrilla  ,2004,
12883,Norte De Santander,Cúcuta,Noche Y Niebla # 30 Pp. 269,1,Desconocidos,2004,
12884,Guaviare,San José Del Guaviare,Noche Y Niebla # 30 Pp. 269,1,Grupos Paramilitares,2004,
12885,Bolivar,Cartagena,Noche Y Niebla # 30 Pp. 271,1,Grupo Armado No Identificado,2004,
12886,Putumayo,Valle Del Guamuez,Noche Y Niebla # 30 Pp. 270,2,Grupo Armado No Identificado,2004,
12887,Tolima,Ibague,Noche Y Niebla # 30 Pp. 271,2,Grupo Armado No Identificado,2004,
12888,Caldas,Manizales,Noche Y Niebla # 30 Pp. 271,1,Grupos Paramilitares,2004,
12889,Guaviare,Calamar,Noche Y Niebla # 30 Pp. 271 Y 272,1,Grupos Paramilitares,2004,
12890,Antioquia,San Carlos,Noche Y Niebla # 30 Pp. 272,1,Guerrilla  ,2004,
12891,Norte De Santander,Convención,Noche Y Niebla # 30 Pp. 275 Y 276,2,Grupos Paramilitares,2004,
12892,Norte De Santander,Tibú,Noche Y Niebla # 30 Pp. 276,1,Guerrilla  ,2004,
12893,Norte De Santander,Cúcuta,Noche Y Niebla # 30 Pp. 277,3,Desconocidos,2004,
12894,Bolivar,Cartagena,Noche Y Niebla # 30 Pp. 277,1,Grupo Armado No Identificado,2004,
12895,Putumayo,Orito,Noche Y Niebla # 30 Pp. 277,1,Grupo Armado No Identificado,2004,
12896,Santander,Barrancabermeja,Noche Y Niebla # 30 Pp. 277,1,Grupos Paramilitares,2004,
12897,Caldas,Samaná,Noche Y Niebla # 30 Pp. 278,1,Grupo Armado No Identificado,2004,
12898,Caldas,Villa María,Noche Y Niebla # 30 Pp. 278,1,Grupo Armado No Identificado,2004,
12899,Magdalena,Zona Bananera,Noche Y Niebla # 30 Pp. 278,1,Grupos Paramilitares,2004,
12900,Magdalena,Zona Bananera,Noche Y Niebla # 30 Pp. 278,1,Grupos Paramilitares,2004,
12901,Caldas,Samaná,Noche Y Niebla # 30 Pp. 279,1,Grupo Armado No Identificado,2004,
12902,Risaralda,Mistrató,Noche Y Niebla # 30 Pp. 279,1,Grupo Armado No Identificado,2004,
12903,Bolivar,Magangué,Noche Y Niebla # 30 Pp. 279 Y 280,1,Grupos Paramilitares,2004,
12904,Norte De Santander,Cúcuta,Noche Y Niebla # 30 Pp. 280,1,Desconocidos,2004,
12905,Norte De Santander,Cúcuta,Noche Y Niebla # 30 Pp. 281,2,Desconocidos,2004,
12906,Huila,Algeciras,Noche Y Niebla # 30 Pp. 281,1,Grupo Armado No Identificado,2004,
12907,Casanare,Aguazul,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Fuerza Pública,2004,
12908,Boyaca,Tunja,Banco De Datos De Derechos Humanos Y Violencia Política Del Cinep,1,Grupos Paramilitares,2004,
12909,Cauca,Bolívar,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 26,1,Grupo Armado No Identificado,2005,
12910,Meta,El Castillo,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupos Paramilitares,2005,
12911,Bolivar,María La Baja,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 26,1,Grupo Armado No Identificado,2005,
12912,Huila,Algeciras,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 27,1,Grupo Armado No Identificado,2005,
12914,Antioquia,Sonsón,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 28,1,Fuerza Pública,2005,
12915,Caldas,Palestina,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 28,1,Grupo Armado No Identificado,2005,
12916,Caldas,La Dorada,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 28,2,Grupos Paramilitares,2005,
12917,Antioquia,Anorí,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 27,1,Guerrilla  ,2005,
12918,Antioquia,Anorí,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 27,1,Guerrilla  ,2005,
12919,Tolima,Ataco,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 28,2,Guerrilla  ,2005,
12920,Caldas,Manzanares,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 29,1,Guerrilla  ,2005,
12921,Antioquia,Bello,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Fuerza Pública,2005,
12922,Huila,Hobo,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 28,1,Grupo Armado No Identificado,2005,
12924,Arauca,Fortul,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 30,1,Fuerza Pública,2005,
12925,Huila,Algeciras,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupo Armado No Identificado,2005,
12926,Cordoba,Montería,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 30,1,Grupos Paramilitares,2005,
12927,Caldas,Anserma,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 31,1,Grupo Armado No Identificado,2005,
12928,Antioquia,Sonsón,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 30,1,Grupos Paramilitares,2005,
12929,Cesar,Agustín Codazzi,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 31,1,Guerrilla  ,2005,
12930,Caldas,Anserma,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 31,1,Grupo Armado No Identificado,2005,
12931,Antioquia,Cocorná,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Fuerza Pública,2005,
12932,Huila,Algeciras,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Fuerza Pública,2005,
12933,Caldas,Palestina,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 33,2,Grupo Armado No Identificado,2005,
12934,Cesar,El Copey,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 33,2,Grupo Armado No Identificado,2005,
12935,Cesar,San Diego,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 34,1,Grupo Armado No Identificado,2005,
12936,Norte De Santander,Cúcuta,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 34,1,Grupos Paramilitares,2005,
12937,Atlantico,Soledad,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 35,1,Grupo Armado No Identificado,2005,
12938,Atlantico,Baranoa,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupos Paramilitares,2005,
12939,Caldas,Manizales,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 35,1,Grupos Paramilitares,2005,
12940,Santander,Sabana De Torres,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 34,3,Guerrilla  ,2005,
12941,Sucre,Chalán,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 35,3,Guerrilla  ,2005,
12942,Bolivar,María La Baja,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 35,1,Fuerza Pública,2005,
12943,Huila,Pitalito,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 36,1,Grupo Armado No Identificado,2005,
12944,Magdalena,Sitio Nuevo,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 36,2,Grupos Paramilitares,2005,
12945,Meta,Puerto Lleras,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupo Armado No Identificado,2005,
12946,Cundinamarca,Funza,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 38,1,Grupos Paramilitares,2005,
12947,Huila,Gigante,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 38,3,Grupos Paramilitares,2005,
12948,Meta,El Castillo,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 39,1,Grupos Paramilitares,2005,
12949,Tolima,Casabianca,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 39,1,Grupos Paramilitares,2005,
12950,Tolima,Líbano,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 39,1,Grupos Paramilitares,2005,
12951,Magdalena,Aracataca,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 38,1,Guerrilla  ,2005,
12952,Arauca,Saravena,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 40,1,Grupos Paramilitares,2005,
12953,Atlantico,Barranquilla,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupos Paramilitares,2005,
12954,Cauca,Bolívar,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 41,2,Grupo Armado No Identificado,2005,
12955,Caldas,Pacora,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 42,1,Grupo Armado No Identificado,2005,
12956,Atlantico,Barranquilla,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 41,1,Grupos Paramilitares,2005,
12957,Cundinamarca,Soacha,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupos Paramilitares,2005,
12958,Huila,Gigante,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 41,1,Grupos Paramilitares,2005,
12959,Nariño,Ipiales,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 41,1,Fuerza Pública,2005,
12960,Arauca,Saravena,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 43,1,Grupos Paramilitares,2005,
12961,Huila,Gigante,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 42,2,Grupos Paramilitares,2005,
12962,Magdalena,Santa Marta,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 42,1,Grupos Paramilitares,2005,
12963,Tolima,Coyaima,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 43,1,Grupos Paramilitares,2005,
12964,Tolima,Lérida ,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 43,2,Grupos Paramilitares,2005,
12965,Valle Del Cauca,Florida,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 44,2,Guerrilla  ,2005,
12966,La Guajira,San Juan De Cesar,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 44,3,Grupo Armado No Identificado,2005,
12967,Tolima,Natagaima,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 44,2,Guerrilla  ,2005,
12968,Caldas,Viterbo,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 46,2,Grupo Armado No Identificado,2005,
12969,Arauca,Saravena,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 45,1,Grupos Paramilitares,2005,
12970,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 46,1,Grupos Paramilitares,2005,
12971,Putumayo,Puerto Caicedo,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Fuerza Pública,2005,
12972,Huila,Algeciras,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 48,1,Grupo Armado No Identificado,2005,
12973,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 48,1,Grupos Paramilitares,2005,
12974,Caldas,Viterbo,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 49,1,Grupo Armado No Identificado,2005,
12975,Arauca,Arauca,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 48,2,Grupos Paramilitares,2005,
12976,Arauca,Tame,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 48,1,Grupos Paramilitares,2005,
12977,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 49,1,Grupos Paramilitares,2005,
12978,Caldas,Samaná,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 49,1,Grupo Armado No Identificado,2005,
12979,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 49,1,Grupo Armado No Identificado,2005,
12980,Sucre,Chalán,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 49,1,Grupo Armado No Identificado,2005,
12981,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 50,1,Grupo Armado No Identificado,2005,
12982,Caldas,Anserma,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 52,1,Grupos Paramilitares,2005,
12983,Meta,Puerto Gaitán,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 51,1,Grupos Paramilitares,2005,
12984,Meta,Puerto Gaitán,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 51,1,Grupos Paramilitares,2005,
12985,Choco,El Carmen Del Darién,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 52,1,Fuerza Pública,2005,
12986,Caldas,Pacora,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 56,1,Grupo Armado No Identificado,2005,
12987,Cauca,Miranda,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 52,1,Grupo Armado No Identificado,2005,
12988,Huila,Garzón,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 54,1,Grupo Armado No Identificado,2005,
12989,Huila,Hobo,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 54,1,Grupo Armado No Identificado,2005,
12990,Nariño,Túquerres,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 52,1,Grupo Armado No Identificado,2005,
12991,Arauca,Saravena,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 56,1,Grupos Paramilitares,2005,
12992,Arauca,Tame,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 57,1,Grupos Paramilitares,2005,
12993,Caldas,La Dorada,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 58,1,Grupos Paramilitares,2005,
12994,Choco,Quibdó,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupos Paramilitares,2005,
12995,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 57,1,Grupos Paramilitares,2005,
12996,Arauca,Tame,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 58,2,Grupos Paramilitares,2005,
12997,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 59,1,Grupos Paramilitares,2005,
12998,Antioquia,Argelia,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 66,1,Fuerza Pública,2005,
12999,Risaralda,Pereira,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 67,2,Grupos Paramilitares,2005,
13000,Choco,Quibdó,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 69,2,Fuerza Pública,2005,
13001,Arauca,Tame,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 69,2,Grupos Paramilitares,2005,
13002,Cundinamarca,Girardot,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 69,1,Grupos Paramilitares,2005,
13003,La Guajira,Maicao,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 70,2,Grupos Paramilitares,2005,
13004,Arauca,Tame,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 72,1,Grupo Armado No Identificado,2005,
13005,Atlantico,Barranquilla,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 71,1,Grupo Armado No Identificado,2005,
13006,Antioquia,Caicedo,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 71,1,Guerrilla  ,2005,
13007,Huila,Gigante,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 72,1,Grupo Armado No Identificado,2005,
13008,Risaralda,Marsella,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 72,1,Grupo Armado No Identificado,2005,
13009,Tolima,Planadas,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 72,1,Grupo Armado No Identificado,2005,
13010,Arauca,Saravena,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 72,1,Grupos Paramilitares,2005,
13011,Meta,Puerto Rico,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Grupos Paramilitares,2005,
13012,Arauca,Saravena,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 74,1,Grupos Paramilitares,2005,
13013,Bolivar,San Jacinto,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 73,2,Guerrilla  ,2005,
13014,Antioquia,Santuario,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,1,Fuerza Pública,2005,
13015,Tolima,Líbano,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 74,1,Grupo Armado No Identificado,2005,
13016,Bogota,Bogotá D.C.,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 74,1,Grupos Paramilitares,2005,
13017,Cauca,Puracé,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 74,1,Guerrilla  ,2005,
13018,Huila,Algeciras,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 74,1,Guerrilla  ,2005,
13019,Santander,Bucaramanga,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,2,Fuerza Pública,2005,
13020,Atlantico,,Banco De Datos De Derechos Humaños Y Violencia Política Del Cinep,2,Grupos Paramilitares,2005,
13021,Caldas,La Dorada,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 78,1,Grupos Paramilitares,2005,
13022,Huila,Pitalito,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 77,1,Grupos Paramilitares,2005,
13023,Bolivar,San Jacinto,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 77,2,Guerrilla  ,2005,
13024,Risaralda,Belén De Umbría,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 79,1,Grupo Armado No Identificado,2005,
13025,Caldas,La Dorada,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 79,1,Grupos Paramilitares,2005,
13026,Cauca,Santander De Quilichao,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 81,1,Grupos Paramilitares,2005,
13027,Caldas,Anserma,Revista Noche Y Niebla No 31. Enero Junio 2005. Pp. 81,1,Grupo Armado No Identificado,2005,
